sale_date,store_id,customer_id,product,quantity,price,total,status
2025-03-22,067-NW,83f8b9b0-1b4f-4a33-9f88-004233088cd1,Headphones,4,1154.74,4618.96,Completed
2025-09-23,152-NW,b9cddeb9-06b7-4391-ac5d-9a5ad9bea2c2,Monitor,1,366.2,366.2,Completed
2025-10-26,129-NW,fba7d54d-a05e-4f1b-afa5-b9c5fe59f5e7,Laptop,5,79.21,396.04999999999995,Cancelled
2025-02-17,NW076,5e031da9-b2ac-4fdb-8146-ff0d42b5de1c,Tablet,3,860.59,2581.77,Completed
2025-05-04,NW177,73389ef0-106d-422a-9ec2-29c1cd1b5ab5,Smartphone,1,68.37,68.37,Completed
2025-05-12,NW017,0ae9d0d0-6282-4327-8d0c-416acbf776ae,Laptop,1,811.89,811.89,Completed
2025-09-01,138-NW,023ddcf7-4a44-47d8-bbb4-6efbae11c5c3,Headphones,4,1097.92,4391.68,Completed
2025-03-27,NW163,a65e2e5a-90fe-4a5f-a391-f2cdd5c159d7,Tablet,3,932.88,2798.64,Completed
2025-04-27,NW-106,d6ef2eb5-b8c7-4696-a560-1bb4ad1bdd4f,Headphones,1,562.52,562.52,Completed
2025-09-19,NW087,9d433b57-05dc-4234-9ffb-1b93a06fda19,Tablet,2,301.22,602.44,Completed
2025-12-10,141-NW,3ce57791-d355-44d3-b577-daee1a40ca1f,Laptop,4,1028.66,4114.64,Completed
2025-05-17,NW164,0e07afc2-2110-46f3-b278-1c57832dbc4c,Laptop,5,1142.71,5713.55,Completed
2025-10-05,NW-122,d4b325bb-7cdf-4411-9af4-183af8f0fd62,Tablet,4,,3618.72,Completed
2025-07-23,NW065,e71de514-32f7-4a49-a7e3-40721196c06d,Tablet,5,492.64,2463.2,Completed
2025-02-12,NW091,80150ce3-6b74-4c49-8539-0de59d5890fa,Monitor,1,513.97,513.97,Cancelled
2025-05-01,NW-158,4d481d78-6feb-4950-b6b0-4ee093a474cc,Monitor,2,494.71,989.42,Completed
2025-02-25,NW-16,0993e771-f7b6-4e4f-8103-ebb858f41b9a,Monitor,5,668.53,3342.6499999999996,Pending
2025-03-30,NW-24,8803b26a-4a31-4079-ac41-a305bbafbd52,Tablet,5,588.1,2940.5,Completed
2025-10-18,NW-59,32515277-cdc5-4529-aaaa-297c7e850ac6,Smartphone,4,,3921.12,Completed
2025-03-02,NW153,c98d14ea-1cfd-4709-9507-39986033b3fe,Laptop,3,668.46,2005.38,Completed
2025-05-08,082-NW,9f5e813e-fca1-4ce0-8eaa-f50ae4ea0376,Tablet,2,897.73,1795.46,Completed
2025-06-16,050-NW,61170a72-91fb-4608-8616-7c5faa89ab0d,Headphones,4,1145.4,4581.6,Completed
2025-06-25,NW-167,67e37014-3f1d-4e09-acb6-c0e365b07670,Monitor,4,412.12,1648.48,Completed
2025-02-18,NW036,bfc9f4b1-1270-47ad-b667-641dd7be22f1,Monitor,2,771.76,1543.52,Completed
2025-04-04,026-NW,8bcbba53-f0a6-43f6-8e8a-bb489f894347,Laptop,5,920.45,4602.25,Completed
2025-04-17,035-NW,9a3f9403-a923-4198-a31c-e2ce11b7faa2,Smartphone,1,673.91,673.91,Pending
2025-06-09,NW114,5af29f94-bb65-4fae-8e04-32ca2a76adee,Monitor,3,137.72,413.15999999999997,Completed
2025-08-09,151-NW,a0954a93-416a-4fb1-9bd6-2ee5d1556ffe,Tablet,5,573.19,2865.9500000000003,Completed
2025-07-22,176-NW,111d582d-e2a1-42d4-9042-4e29230e00a5,Smartphone,4,554.19,2216.76,Completed
2025-10-12,108-NW,7f49f18c-28ae-4bb7-8918-a01de2e32a95,Headphones,1,325.71,325.71,Cancelled
2025-02-26,050-NW,2943c748-2db3-4379-bd8b-2996679e7647,Tablet,4,105.79,423.16,Completed
2025-05-26,NW066,a81da4bc-3dc5-4829-be7c-c78aef45c49f,Laptop,4,714.81,2859.24,Completed
2025-11-23,NW-130,78f37cf6-4701-469c-a3b9-7b5e51c8abe1,Smartphone,2,973.17,1946.34,Completed
2025-01-06,NW-97,113c28cb-8fae-4adf-962e-0cd6d53b3132,Smartphone,3,356.08,1068.24,Completed
2025-10-11,NW056,a2ef6635-be3d-42bb-985d-2f0248722958,Smartphone,2,414.11,828.22,Completed
2025-03-08,NW-17,abf291f6-11b8-48bf-b0d0-387f936f4223,Headphones,4,1148.17,4592.68,Completed
2025-11-23,NW-176,9b50a671-ebd9-41b9-8a85-62110f89a8c4,Headphones,3,395.11,1185.33,Completed
2025-04-28,NW-174,d2b947a0-cafe-46d3-b6e4-e7c5ce4aeef5,Tablet,2,451.8,903.6,Completed
2025-10-25,NW167,6e5a766c-fdf6-440b-94c9-0d89ad3c0cfe,Monitor,1,642.73,642.73,Pending
2025-06-25,NW-71,8ed9ea56-e10f-42b0-9b92-aac5fba737e9,Smartphone,4,1067.41,4269.64,Completed
2025-03-26,NW115,f04361ed-0997-41f5-be4c-a15aca439627,Monitor,3,522.42,1567.2599999999998,Returned
2025-02-17,NW-112,065ead1b-9386-4a22-bba5-d094f02e4a3c,Laptop,2,742.79,1485.58,Completed
2025-02-04,NW015,78c164bb-11ad-414c-9679-0d95ca517f33,Smartphone,2,302.91,605.82,Completed
2025-05-22,NW058,1dc0ad8e-f377-4655-98e5-9735ed7842dd,Laptop,3,244.21,732.63,
2025-06-25,NW103,1dc48acc-9d51-49f3-ba17-34af252244b1,Smartphone,4,1011.71,4046.84,Completed
2024-12-27,022-NW,97d086f3-d550-4921-8ce5-c78f986c15d6,Monitor,3,779.16,2337.48,Completed
2025-04-20,041-NW,eb4c74b9-66cf-4902-951e-f38a26566ad7,Monitor,5,968.78,4843.9,Completed
2025-02-24,NW-176,071deb81-92d2-4add-8857-de1489719ffd,Smartphone,1,876.74,876.74,Completed
2025-11-29,NW082,3b5dc800-cf47-40f7-a0d4-eee413a989d9,Smartphone,1,354.12,354.12,Returned
2025-06-15,059-NW,e0ad93c5-9354-4ebf-8277-66ce1c6c9512,Laptop,1,297.37,297.37,Completed
2025-02-08,069-NW,d0e12315-c28e-4bd7-958c-3c2a1554b9b4,Headphones,3,716.63,2149.89,Completed
2025-02-09,NW126,e89f6097-59d0-4433-bde6-2ef1094080d5,Headphones,2,1074.0,2148.0,Completed
2025-06-22,NW-138,7857b03f-460f-404f-9a47-a3f5fe8e9388,Headphones,5,903.39,4516.95,Completed
2025-07-12,NW001,a4ffad12-bd8f-49d0-a213-c51062ec07e1,Smartphone,4,892.78,3571.12,Completed
2025-03-27,NW-57,20a2c4cc-7e68-431c-ac20-992c5e1111a0,Laptop,5,1135.14,5675.700000000001,Cancelled
2025-03-29,094-NW,770dd964-76e2-4388-8d81-bf5f9e651a7c,Laptop,5,309.69,1548.45,Completed
2025-08-08,NW104,de881f32-0124-4829-844c-b3284c12ddf2,Monitor,3,399.8,1199.4,Completed
2025-07-16,NW-135,b092f046-8f0c-4753-b172-47fc4420bce7,Headphones,2,226.18,452.36,Completed
2025-10-27,NW-61,20d9cb6a-db02-4023-93f4-f6f1f489a82f,Monitor,1,315.29,315.29,
2025-04-07,NW-145,b558677d-5594-482e-96ac-3ff8ab26ecaa,Headphones,5,1156.9,5784.5,Completed
2025-09-02,NW062,3cd230cb-10f4-4912-a445-83b3b2f40560,Tablet,4,,4605.52,Completed
2025-01-04,010-NW,e7995397-dce6-4476-b166-73076be8119b,Laptop,3,109.7,329.1,Completed
2025-10-20,NW-83,64cdb4fd-4639-4cec-936b-8d08070d0f37,Laptop,4,,3141.72,Completed
2025-11-06,NW147,60e5dc16-6c65-4343-8be8-cd6cfebda88a,Headphones,5,716.89,3584.45,Completed
2025-06-04,026-NW,575a3df2-cf81-456e-8cdd-7f05f50fd077,Monitor,2,1000.29,2000.58,Pending
2025-09-20,NW-64,540d0f14-85dd-4e6f-8562-dc73b69b615e,Headphones,2,674.47,1348.94,Completed
2025-07-26,NW125,ef3e5c2e-a584-4017-a1dd-472ab1fff61f,Monitor,1,957.71,957.71,Completed
2025-02-19,NW061,48121ee2-38d5-44d2-ab52-78426ef4eb16,Smartphone,3,1177.55,3532.6499999999996,Completed
2025-11-02,139-NW,ae474778-f0ea-4514-beba-ee2a9c981053,Tablet,5,255.59,1277.95,Pending
2025-09-25,154-NW,73d9d87d-3b2c-4789-ac81-f61402684e74,Headphones,1,,753.6,Completed
2025-01-22,134-NW,bf7402b7-5963-4325-9f18-dc71a16f7cb3,Headphones,4,106.32,425.28,Completed
2025-10-15,168-NW,e4caac4c-73c8-40f1-9e6e-d87a06fef67d,Smartphone,4,271.21,1084.84,Completed
2025-11-26,NW002,a20a42be-614e-4440-9174-d9a227b80578,Laptop,1,1169.72,1169.72,Completed
2025-10-04,NW-37,7d5e7601-1078-46e0-b9e8-84e52faf2890,Monitor,2,1116.81,2233.62,Completed
2025-11-17,NW039,5622d777-2616-40cb-ad0f-31a9b300de3c,Monitor,1,1045.88,1045.88,Completed
2025-07-08,NW-179,fc2e67c5-5df0-4dcf-a8ae-c4e110f83a70,Monitor,1,1159.46,1159.46,Pending
2025-05-29,NW-09,213c6483-5905-441a-984e-f5463b4f38b1,Smartphone,4,865.99,3463.96,Completed
2025-04-28,NW151,ad26663e-663f-4320-ba23-22be193ecd1c,Smartphone,5,858.52,4292.6,Completed
2025-05-09,042-NW,1f90e7f5-2dd4-4df1-aa67-7b3accf9a7dc,Smartphone,1,120.06,120.06,Completed
2025-03-25,NW-137,e0cc7802-60a8-4159-bae7-8b360343b099,Monitor,5,57.86,289.3,Completed
2025-11-01,058-NW,500d5663-68e6-43de-8e27-4183267aec2f,Headphones,3,300.5,901.5,Completed
2025-05-15,NW-178,c16c19ef-bdee-480f-8e29-721ff9aae200,Smartphone,4,852.68,3410.72,Pending
2025-06-03,NW-04,ec8eda86-8bc6-4935-9226-9a905d820a8f,Monitor,1,639.01,639.01,Completed
2025-08-28,102-NW,d22ee2b8-4ea2-4231-831b-2b3d5ac05640,Monitor,4,414.1,1656.4,
2025-11-28,NW024,0d0e4003-c945-47a4-823f-96f64e915b19,Laptop,4,266.24,1064.96,Completed
2025-10-03,NW080,1042959d-1352-4159-9dd1-eef8f2278e3f,Smartphone,5,650.49,3252.45,Completed
2025-05-29,010-NW,6a36a737-bf65-46fe-a512-5d03ba014461,Headphones,4,444.71,1778.84,Completed
2025-05-26,NW031,e8a8299c-fbdd-4b87-af1b-11f8289c216b,Laptop,4,1079.54,4318.16,Completed
2025-03-24,115-NW,62ac0e42-07ee-4936-a484-dbdc5daa1637,Laptop,2,,2083.12,Completed
2025-09-16,NW066,ce48a2ba-76ed-4a8a-a175-11f695f294df,Tablet,4,484.7,1938.8,Returned
2025-11-16,NW139,c07420e6-a150-4a7a-929f-29c608b82587,Laptop,2,483.96,967.92,Completed
2025-06-15,NW-66,48352e8e-aaac-4264-9949-0c6c01bfd359,Headphones,5,1184.74,5923.7,Completed
2025-01-04,046-NW,ea3c159f-7d4c-4e97-8bc8-55788ea55ba5,Tablet,5,434.62,2173.1,Pending
2025-12-08,NW034,07c9e114-8fb3-4353-93d4-bded9ad5ec6e,Tablet,2,,714.92,Completed
2025-09-24,NW-118,3dbd9215-c85b-4a78-8737-34ce8504f615,Laptop,4,580.3,2321.2,Completed
2025-08-29,NW161,41f9982c-7d37-4dd4-ab93-68fc70644dd2,Smartphone,1,1089.75,1089.75,Completed
2025-11-29,NW-35,e6baf630-98c1-45fd-a172-0518897f3518,Tablet,1,181.48,181.48,Completed
2025-06-03,NW175,9c599b20-2a9e-49bd-9ded-70d2d8f1ac1c,Monitor,4,937.77,3751.08,Completed
2025-10-28,NW-109,24ce034c-60ef-40b3-98d9-fd3dca71fdfc,Tablet,5,939.6,4698.0,Completed
2025-04-05,006-NW,0317becb-8074-471b-8879-43c12aadf524,Monitor,3,1170.27,3510.81,Completed
2025-08-30,NW009,f0b22004-7b27-4ddf-bf7a-75c949c2b635,Headphones,3,1114.58,3343.74,Completed
2025-01-02,030-NW,d8994ad2-3f7b-45a6-8b91-2bb3923002b8,Laptop,3,414.28,1242.84,Completed
2025-01-08,NW162,59bb6286-c857-4089-a657-8403aa79579a,Smartphone,1,676.67,676.67,Pending
2025-04-24,068-NW,d8c0c3af-2089-46e5-a0a6-f4c1120fb072,Smartphone,2,1140.18,2280.36,Completed
2025-12-18,NW-110,c67c76b1-c512-4788-879e-eea17ee3ef07,Monitor,4,815.93,3263.72,Completed
2025-10-20,103-NW,e8bee9e6-6d8c-4abf-9b55-c253a0d53817,Smartphone,5,255.69,1278.45,Cancelled
2025-11-14,NW-90,378aada6-11e9-40b1-89c2-183f973f500e,Monitor,4,1188.08,4752.32,Returned
2025-08-26,NW158,588883f3-c9cf-4ab5-8db0-ee123eef6fe3,Headphones,3,,3454.41,Completed
2025-11-08,NW-102,20655a1f-eba4-4c0d-921d-4e064fb3121d,Laptop,4,662.41,2649.64,Completed
2025-11-05,NW-25,53ace298-c4ab-4c14-a628-6f1a25e80c1d,Laptop,5,584.92,2924.6,Completed
2025-04-24,068-NW,34ca80ab-973d-4e87-826a-ba1795156050,Monitor,2,469.77,939.54,Completed
2025-06-10,NW045,042a7ca1-cff1-4604-8d5f-bb88ad458408,Smartphone,2,471.96,943.92,Completed
2025-12-14,038-NW,ee0d2039-8439-444b-a05d-0b2c205ea4f4,Monitor,1,1097.41,1097.41,Completed
2025-01-12,180-NW,ce6cda2c-b1b3-4d52-b359-edc33ce12143,Smartphone,2,454.41,908.82,Completed
2025-05-25,NW109,6721d115-94fe-4f58-9c34-68f26c87563b,Tablet,4,338.34,1353.36,Completed
2025-06-30,NW-71,ccebad45-a78a-431d-9106-9a630e24e2b1,Laptop,5,617.3,3086.5,Completed
2025-02-18,NW-176,012da0f4-cc18-4d40-882a-44a86112fdd9,Laptop,3,1176.86,3530.58,Completed
2025-06-27,NW-113,5d969888-5ccd-4b6d-91ea-4755f8ac5c3d,Smartphone,2,139.39,278.78,Completed
2025-11-04,NW-08,434e1cc0-c833-437e-bbf5-8e6b5dabc799,Smartphone,1,325.71,325.71,Cancelled
2024-12-30,NW176,807f0db6-f11c-425b-b4f1-42366d779a6b,Smartphone,2,594.79,1189.58,Completed
2025-03-19,NW-57,21eeecb8-e1a1-43ff-8e69-720ba8cb7bcb,Monitor,4,672.7,2690.8,Completed
2025-12-14,NW-96,9088a3c9-0e32-4360-bf1e-6c55d37be87a,Laptop,1,138.47,138.47,Completed
2025-08-26,NW-130,9db98cd4-948d-413b-8aee-4d5c66e0e116,Monitor,1,924.8,924.8,
2025-09-17,NW-27,ca4a2ba1-c18f-4668-8302-2d26d3a55a92,Headphones,4,160.44,641.76,Returned
2025-04-01,073-NW,b70390b7-ea9f-4606-8cf9-5a3c98f75637,Monitor,1,477.48,477.48,Completed
2025-04-24,NW059,bd87520d-bb23-4237-8793-02d769582bc0,Monitor,1,837.45,837.45,Completed
2025-04-29,176-NW,8ffeafe9-f3fa-4c55-beb6-b5746b3bf9b2,Smartphone,4,705.74,2822.96,Cancelled
2025-08-18,NW153,b002457a-4237-4c1d-b225-9375d3a12662,Tablet,2,1075.32,2150.64,Pending
2025-06-01,NW164,e5cd181a-24f4-408f-a03a-0a5ff68dcd76,Headphones,3,137.36,412.08000000000004,Completed
2025-08-17,032-NW,1277aa23-c9c1-40a3-a313-48f157d92044,Tablet,1,511.58,511.58,Completed
2025-07-29,NW-04,dfaed09f-3546-4841-8516-58b02917eb5a,Smartphone,1,151.8,151.8,Completed
2025-04-27,NW-126,be7ef990-4741-4d32-b2c7-a56c0f3bcb59,Tablet,2,762.48,1524.96,Completed
2025-05-21,164-NW,962f6212-300e-4fd3-9536-f5078b3072a9,Smartphone,1,250.76,250.76,Completed
2025-08-09,101-NW,b3abbb2e-9e6c-46ab-b238-7810544758a1,Laptop,4,993.55,3974.2,Completed
2025-08-10,123-NW,d27a278b-e155-4161-a193-dce8245f39c4,Monitor,3,617.91,1853.73,Pending
2025-01-27,NW071,2db6110e-6a78-4201-b0b7-e26825db5e3a,Tablet,5,941.61,4708.05,Completed
2025-06-13,NW-72,e2c02c8e-83b7-4d53-ac50-c42247211789,Smartphone,4,332.61,1330.44,Completed
2025-06-17,098-NW,0a9f0a1e-7deb-40af-b859-ff902ef1d3bc,Smartphone,4,225.94,903.76,Completed
2025-12-21,NW138,31a72fed-3a2d-4923-b023-c0990d41171e,Smartphone,1,562.43,562.43,Completed
2025-07-17,168-NW,0946226a-6bf2-4d84-a325-e87326fc37d5,Monitor,3,1187.83,3563.49,Pending
2025-09-10,166-NW,402e132a-d42b-44d2-ba36-4cb7153289c6,Tablet,3,273.25,819.75,Completed
2025-01-10,NW119,4b116422-1883-4210-a833-146474df1c3c,Smartphone,2,755.04,1510.08,Completed
2025-01-05,NW-68,c72bbd6c-fe7c-4d06-87a1-b9b6022b41f4,Tablet,4,1169.16,4676.64,Completed
2025-10-04,NW-134,18e21b91-d98a-471e-a780-6e10d243d0b4,Headphones,4,106.52,426.08,Completed
2025-08-14,075-NW,39ce23ad-c3fb-4a5d-8259-8d98c0157524,Laptop,3,1198.14,3594.42,Completed
2025-12-18,NW179,b644dd3d-447a-41a4-a3d2-f4fa79821212,Headphones,2,673.74,1347.48,Completed
2025-05-22,056-NW,12e0d7f8-5c62-41ad-be9e-46266baa37a9,Smartphone,3,152.01,456.03,Completed
2025-01-15,NW-95,3223bfd5-ba40-4fd4-b094-58b02002b0a3,Tablet,4,805.03,3220.12,Completed
2025-07-25,NW-36,ea9fe894-6dda-4050-8981-3ee1b7ab128a,Headphones,1,166.3,166.3,Returned
2025-05-19,NW048,2e30a68c-cb03-4239-a946-5fd4f104ceb1,Monitor,2,832.73,1665.46,Completed
2025-11-24,NW-28,c3b5b8cb-8ef0-4c19-ac75-37f33ddae75e,Tablet,3,718.94,2156.82,Completed
2024-12-28,NW062,de1120a4-2065-42e3-8493-ab53f2d7d342,Headphones,1,115.2,115.2,Completed
2025-11-25,060-NW,bc7dd532-c5da-496f-94a4-20d522f66225,Tablet,3,321.34,964.02,Completed
2025-10-26,NW-35,11a6b1ea-10a7-467f-a112-7d5e502676b9,Laptop,3,1082.01,3246.0299999999997,Completed
2025-01-31,NW-158,0f11c7a0-d636-4313-9384-b4d1be683771,Headphones,5,523.6,2618.0,Completed
2025-06-23,144-NW,15942718-3bd2-48b9-8b7d-2c695eba9e11,Headphones,5,874.21,4371.05,Cancelled
2025-05-15,NW-124,759af37e-7143-4e07-bea0-1d62ceca4f79,Headphones,1,968.05,968.05,Completed
2025-01-31,NW036,9f57d89a-716d-426e-96bf-64516961348f,Headphones,2,654.46,1308.92,Completed
2025-04-19,120-NW,6e4466b8-49e2-4405-ae4c-2d5c83599bc3,Laptop,1,446.17,446.17,Completed
2025-09-29,NW167,a223da92-1e86-4577-8f92-a21ce93fa996,Smartphone,4,1107.13,4428.52,Pending
2024-12-21,NW-168,5a3ad01d-f222-436b-ad3d-0ef55eee8109,Monitor,3,990.28,2970.84,Completed
2025-11-01,NW020,1fe35ff2-cf10-4fc2-82f8-985d5d217497,Smartphone,4,300.89,1203.56,Completed
2025-03-08,NW-44,142626e9-207a-439d-bd04-d7e2df77b9d0,Tablet,4,173.94,695.76,Completed
2025-01-08,NW-179,e9678e21-8dec-4567-a338-10cf6dc25856,Tablet,1,981.92,981.92,Completed
2025-01-22,NW147,b48a5f6c-46d4-4379-a7c2-16ebee9d2443,Laptop,4,73.79,295.16,Completed
2025-07-18,NW-111,4188c1f4-c074-4cbc-80c6-eb8e45f34f78,Headphones,1,438.86,438.86,Completed
2025-06-02,154-NW,7ad385eb-e663-4e8d-963e-f162b9028440,Headphones,4,955.7,3822.8,Completed
2025-12-14,NW034,9e1f23d5-eaca-4f6d-8e08-159684761187,Tablet,4,341.16,1364.64,Completed
2025-07-14,159-NW,6eab4fed-b59b-45ac-82eb-588c25b2272b,Monitor,1,486.04,486.04,Completed
2025-08-08,099-NW,2156503d-1f10-43ff-a68c-986e0778ecf0,Smartphone,1,389.64,389.64,Completed
2025-10-05,132-NW,de72f441-868a-4d0e-b8f0-595f0e936e49,Headphones,4,820.86,3283.44,Completed
2025-07-21,NW-149,d3746627-8fd9-48b8-9715-8f48610bbf16,Laptop,4,,200.68,Completed
2025-01-23,141-NW,45a46700-fb34-438c-8c98-80dd549f900c,Laptop,1,389.92,389.92,Pending
2025-12-03,NW-113,8e928916-0d30-43fd-a739-f8533fd5d2d5,Laptop,2,1160.78,2321.56,Completed
2025-06-22,NW-133,db4c282e-9f18-4257-bbf8-b9ad13ed6022,Laptop,1,350.59,350.59,Completed
2025-11-14,NW-173,96be7599-71e6-41da-8e14-db8ec2285e4e,Smartphone,4,857.28,3429.12,Completed
2025-09-13,NW031,0e426d19-501d-47ee-9875-17b0c87adff6,Headphones,2,852.73,1705.46,Completed
2025-02-04,NW-139,4c41cae9-aad2-4039-a157-2cfadbe78841,Smartphone,1,791.52,791.52,Completed
2025-08-26,090-NW,69ad87fa-90b4-4568-88e5-8c075ae4e4d7,Headphones,4,761.67,3046.68,Returned
2025-06-15,033-NW,53627cc8-5965-40ad-b93d-4c30de7dd625,Laptop,5,,2795.8999999999996,Completed
2025-03-16,NW-24,66c200f9-f9d6-4aec-8d9c-d7f7b2c210f3,Laptop,4,593.96,2375.84,Completed
2025-02-18,NW176,477159d6-a66a-4a9d-a4b6-4c176b9a4b31,Laptop,5,849.27,4246.35,Returned
2025-10-02,NW015,d6628475-fac9-48cf-94bc-35e7a9f05c0d,Monitor,3,620.17,1860.5099999999998,Completed
2025-09-25,021-NW,5b5bd16c-3790-44e2-8a3a-960c828b7fce,Smartphone,5,,411.25,Returned
2025-07-09,NW-01,8b58fc54-bd08-466b-824b-bf67898f435d,Monitor,5,440.42,2202.1,Completed
2025-11-09,074-NW,6d620c79-60ca-4af4-bd22-6e59d3e58f4b,Monitor,2,177.93,355.86,Completed
2025-11-02,NW111,38d6e7cd-4823-41f8-877f-f49452db3fb8,Headphones,5,112.26,561.3000000000001,Completed
2025-04-08,NW-145,a725127b-3c9a-4936-a81a-603db24f1230,Headphones,2,893.62,1787.24,Completed
2025-06-20,NW-136,c60c8db6-ddd3-41e4-af56-0c4798ffe398,Tablet,1,689.4,689.4,Completed
2025-12-06,NW-140,d07dfa07-8d93-4544-a510-7af57c84bdf2,Headphones,3,1097.04,3291.12,Completed
2025-12-13,NW-25,8a056113-d3a4-4d55-872c-d747e014a291,Laptop,3,492.93,1478.79,Completed
2025-10-20,080-NW,d0f5556b-e06e-495b-83a0-3c4a39e1b501,Laptop,4,392.92,1571.68,Completed
2025-10-04,NW-06,315a8499-5d97-4cc8-aae4-1bf3e809ee70,Laptop,4,652.95,2611.8,Completed
2025-08-31,060-NW,df334df3-3e05-4d50-836a-05e08d422217,Tablet,4,139.73,558.92,Pending
2025-11-06,NW-155,2c1fc411-c515-415d-a671-716e00f26945,Headphones,4,1090.6,4362.4,Completed
2025-04-16,042-NW,55f896ff-d552-4f3a-a542-3aa945d4aacc,Monitor,5,76.62,383.1,Completed
2025-02-27,NW039,40203868-4d2c-4509-8603-d9c927b2aba8,Laptop,4,143.7,574.8,Completed
2025-06-15,064-NW,0e6c7308-dd75-4d2e-9d07-277410c11055,Monitor,3,643.72,1931.16,Completed
2025-08-31,NW-38,619066bb-2abe-495e-8226-b5b59a15e46b,Monitor,1,1050.82,1050.82,Cancelled
2025-08-13,006-NW,aa79a4f0-81cb-49d6-af6c-01fc93120f72,Laptop,1,720.71,720.71,Completed
2025-09-10,NW084,9e7803be-e955-4d06-99e9-aab649af2fd1,Smartphone,2,379.2,758.4,Completed
2025-10-06,NW059,8437fdc3-41f8-4eca-b3a4-4e7664d3ef90,Laptop,4,799.18,3196.72,Pending
